MunID,pct_change,year_pair
49039,1.5130526966279276,2020-2021
49041,0.7535654866909972,2020-2021
49046,-4.701167100158695,2020-2021
49048,0.24140163793961522,2020-2021
49051,3.0308496745311064,2020-2021
49054,3.0729520905057477,2020-2021
49056,4.353052460377347,2020-2021
49058,3.112544192891511,2020-2021
49066,2.2452600605123147,2020-2021
49071,1.9768384426007046,2020-2021
51001,3.945286110313017,2020-2021
51009,2.7323033726264216,2020-2021
51011,2.069873712623093,2020-2021
51015,2.608605161358447,2020-2021
51021,2.8887841395410363,2020-2021
51025,3.4888024965266267,2020-2021
51026,0.5695430163142067,2020-2021
51028,3.58779555542301,2020-2021
51034,1.6565532618536338,2020-2021
52001,2.07160941254224,2020-2021
52003,0.9450721859335487,2020-2021
52004,1.5214498208164018,2020-2021
52007,1.9499100283535382,2020-2021
52019,3.2927948892059398,2020-2021
52026,0.8478103281072745,2020-2021
52028,0.8700180584451083,2020-2021
