rule_id,rule_name,severity,MunID,Municipality,Property Class,Tax Ratio,base_lt_rate,LT/ST Tax Rate,expected_rate,detail
R06,Within-municipality rate consistency,warning,47041,Admaston-Bromley Tp,Industrial,2.838138,0.00651389,0.017673,0.018487318736819996,Industrial LT rate 0.017673 does not equal residential base 0.006514 * tax ratio 2.8381 = 0.018487
R06,Within-municipality rate consistency,warning,47041,Admaston-Bromley Tp,Industrial,2.838138,0.00651389,0.017673,0.018487318736819996,Industrial LT rate 0.017673 does not equal residential base 0.006514 * tax ratio 2.8381 = 0.018487
R06,Within-municipality rate consistency,warning,47041,Admaston-Bromley Tp,"Industrial, NConstr.",2.838138,0.00651389,0.017673,0.018487318736819996,"Industrial, NConstr. LT rate 0.017673 does not equal residential base 0.006514 * tax ratio 2.8381 = 0.018487"
R06,Within-municipality rate consistency,warning,54036,Armstrong Tp,Multi-Residential,2.381611,0.00976433,0.0230217,0.02325483573563,Multi-Residential LT rate 0.023022 does not equal residential base 0.009764 * tax ratio 2.3816 = 0.023255
R06,Within-municipality rate consistency,warning,59001,Atikokan Tp,Industrial,2.011309,0.03308563,0.06566199,0.06654542538966998,Industrial LT rate 0.065662 does not equal residential base 0.033086 * tax ratio 2.0113 = 0.066545
R06,Within-municipality rate consistency,warning,59001,Atikokan Tp,Industrial,2.011309,0.03308563,0.06566199,0.06654542538966998,Industrial LT rate 0.065662 does not equal residential base 0.033086 * tax ratio 2.0113 = 0.066545
R06,Within-municipality rate consistency,warning,59001,Atikokan Tp,Large Industrial,3.268834,0.03308563,0.10671565,0.10815143225542,Large Industrial LT rate 0.106716 does not equal residential base 0.033086 * tax ratio 3.2688 = 0.108151
R06,Within-municipality rate consistency,warning,59001,Atikokan Tp,"Industrial, NConstr.",2.011309,0.03308563,0.06566199,0.06654542538966998,"Industrial, NConstr. LT rate 0.065662 does not equal residential base 0.033086 * tax ratio 2.0113 = 0.066545"
R06,Within-municipality rate consistency,warning,47015,Bonnechere Valley Tp,Industrial,2.838138,0.00666229,0.01850202,0.01890849841602,Industrial LT rate 0.018502 does not equal residential base 0.006662 * tax ratio 2.8381 = 0.018908
R06,Within-municipality rate consistency,warning,47015,Bonnechere Valley Tp,Industrial,2.838138,0.00666229,0.01850202,0.01890849841602,Industrial LT rate 0.018502 does not equal residential base 0.006662 * tax ratio 2.8381 = 0.018908
R06,Within-municipality rate consistency,warning,47015,Bonnechere Valley Tp,"Industrial, NConstr.",2.838138,0.00666229,0.01850202,0.01890849841602,"Industrial, NConstr. LT rate 0.018502 does not equal residential base 0.006662 * tax ratio 2.8381 = 0.018908"
R06,Within-municipality rate consistency,warning,47018,"Brudenell, Lyndoch and Raglan Tp",Industrial,2.838138,0.005699,0.01452811,0.016174548461999998,Industrial LT rate 0.014528 does not equal residential base 0.005699 * tax ratio 2.8381 = 0.016175
R06,Within-municipality rate consistency,warning,48022,Calvin Tp,Industrial,2.632964,0.01054558,0.0269811,0.02776613249912,Industrial LT rate 0.026981 does not equal residential base 0.010546 * tax ratio 2.633 = 0.027766
R06,Within-municipality rate consistency,warning,56037,Cochrane T,Multi-Residential,2.332382,0.01488392,0.03235249,0.034714987097439996,Multi-Residential LT rate 0.032352 does not equal residential base 0.014884 * tax ratio 2.3324 = 0.034715
R06,Within-municipality rate consistency,warning,1012,Cornwall C,Multi-Residential,2.050507,0.0152115,0.03029684,0.0311912872305,Multi-Residential LT rate 0.030297 does not equal residential base 0.015212 * tax ratio 2.0505 = 0.031191
R06,Within-municipality rate consistency,warning,47096,Deep River T,Industrial,2.838138,0.01005028,0.02836477,0.028524081578639997,Industrial LT rate 0.028365 does not equal residential base 0.01005 * tax ratio 2.8381 = 0.028524
R06,Within-municipality rate consistency,warning,47096,Deep River T,Industrial,2.838138,0.01005028,0.02836477,0.028524081578639997,Industrial LT rate 0.028365 does not equal residential base 0.01005 * tax ratio 2.8381 = 0.028524
R06,Within-municipality rate consistency,warning,47096,Deep River T,"Industrial, NConstr.",2.838138,0.01005028,0.02836477,0.028524081578639997,"Industrial, NConstr. LT rate 0.028365 does not equal residential base 0.01005 * tax ratio 2.8381 = 0.028524"
R06,Within-municipality rate consistency,warning,58034,Dorion Tp,Commercial,2.490713,0.01244661,0.03071971,0.03100093333293,Commercial LT rate 0.03072 does not equal residential base 0.012447 * tax ratio 2.4907 = 0.031001
R06,Within-municipality rate consistency,warning,9007,Drummond-North Elmsley Tp,Multi-Residential,2.144923,0.00387368,0.00817906,0.008308745326639999,Multi-Residential LT rate 0.008179 does not equal residential base 0.003874 * tax ratio 2.1449 = 0.008309
R06,Within-municipality rate consistency,warning,59012,Fort Frances T,Multi-Residential,2.299096,0.01788408,0.04025018,0.04111721679168,Multi-Residential LT rate 0.04025 does not equal residential base 0.017884 * tax ratio 2.2991 = 0.041117
R06,Within-municipality rate consistency,warning,59012,Fort Frances T,Commercial,1.94352,0.01788408,0.03366352,0.0347580671616,Commercial LT rate 0.033664 does not equal residential base 0.017884 * tax ratio 1.9435 = 0.034758
R06,Within-municipality rate consistency,warning,59012,Fort Frances T,Commercial,1.94352,0.01788408,0.05610587,0.0347580671616,Commercial LT rate 0.056106 does not equal residential base 0.017884 * tax ratio 1.9435 = 0.034758
R06,Within-municipality rate consistency,warning,59012,Fort Frances T,Commercial,1.94352,0.01788408,0.03366352,0.0347580671616,Commercial LT rate 0.033664 does not equal residential base 0.017884 * tax ratio 1.9435 = 0.034758
R06,Within-municipality rate consistency,warning,59012,Fort Frances T,Parking Lot,1.94352,0.01788408,0.03366352,0.0347580671616,Parking Lot LT rate 0.033664 does not equal residential base 0.017884 * tax ratio 1.9435 = 0.034758
R06,Within-municipality rate consistency,warning,59012,Fort Frances T,Office Building,1.94352,0.01788408,0.03366352,0.0347580671616,Office Building LT rate 0.033664 does not equal residential base 0.017884 * tax ratio 1.9435 = 0.034758
R06,Within-municipality rate consistency,warning,59012,Fort Frances T,Industrial,2.6443719999999997,0.01788408,0.04679353,0.04729216039776,Industrial LT rate 0.046794 does not equal residential base 0.017884 * tax ratio 2.6444 = 0.047292
R06,Within-municipality rate consistency,warning,59012,Fort Frances T,Industrial,2.6443719999999997,0.01788408,0.04679353,0.04729216039776,Industrial LT rate 0.046794 does not equal residential base 0.017884 * tax ratio 2.6444 = 0.047292
R06,Within-municipality rate consistency,warning,59012,Fort Frances T,Large Industrial,6.781534,0.01788408,0.12000277,0.12128149657871999,Large Industrial LT rate 0.120003 does not equal residential base 0.017884 * tax ratio 6.7815 = 0.121281
R06,Within-municipality rate consistency,warning,59012,Fort Frances T,"Commercial, NConstr.",1.94352,0.01788408,0.03366352,0.0347580671616,"Commercial, NConstr. LT rate 0.033664 does not equal residential base 0.017884 * tax ratio 1.9435 = 0.034758"
R06,Within-municipality rate consistency,warning,53005,Greater Sudbury C,Industrial,3.6604039999999998,0.01117912,0.04013842,0.04092009556448,Industrial LT rate 0.040138 does not equal residential base 0.011179 * tax ratio 3.6604 = 0.04092
R06,Within-municipality rate consistency,warning,53005,Greater Sudbury C,Industrial,3.6604039999999998,0.01117912,0.04013842,0.04092009556448,Industrial LT rate 0.040138 does not equal residential base 0.011179 * tax ratio 3.6604 = 0.04092
R06,Within-municipality rate consistency,warning,53005,Greater Sudbury C,Large Industrial,4.248925,0.01117912,0.04659189,0.047499242446,Large Industrial LT rate 0.046592 does not equal residential base 0.011179 * tax ratio 4.2489 = 0.047499
R06,Within-municipality rate consistency,warning,53005,Greater Sudbury C,"Industrial, NConstr.",3.6604039999999998,0.01117912,0.04013842,0.04092009556448,"Industrial, NConstr. LT rate 0.040138 does not equal residential base 0.011179 * tax ratio 3.6604 = 0.04092"
R06,Within-municipality rate consistency,warning,53005,Greater Sudbury C,"Large Ind., NConstr.",4.248925,0.01117912,0.04659189,0.047499242446,"Large Ind., NConstr. LT rate 0.046592 does not equal residential base 0.011179 * tax ratio 4.2489 = 0.047499"
R06,Within-municipality rate consistency,warning,56031,Iroquois Falls T,Multi-Residential,2.064713,0.02136577,0.04255886,0.044114183074009994,Multi-Residential LT rate 0.042559 does not equal residential base 0.021366 * tax ratio 2.0647 = 0.044114
R06,Within-municipality rate consistency,warning,56031,Iroquois Falls T,Industrial,2.3292070000000002,0.02136577,0.04888801,0.04976530104439,Industrial LT rate 0.048888 does not equal residential base 0.021366 * tax ratio 2.3292 = 0.049765
R06,Within-municipality rate consistency,warning,56031,Iroquois Falls T,Industrial,2.3292070000000002,0.02136577,0.04888801,0.04976530104439,Industrial LT rate 0.048888 does not equal residential base 0.021366 * tax ratio 2.3292 = 0.049765
R06,Within-municipality rate consistency,warning,56031,Iroquois Falls T,Large Industrial,5.370107,0.02136577,0.11271384,0.11473647103739,Large Industrial LT rate 0.112714 does not equal residential base 0.021366 * tax ratio 5.3701 = 0.114736
R06,Within-municipality rate consistency,warning,56031,Iroquois Falls T,"Industrial, NConstr.",2.3292070000000002,0.02136577,0.04888801,0.04976530104439,"Industrial, NConstr. LT rate 0.048888 does not equal residential base 0.021366 * tax ratio 2.3292 = 0.049765"
R06,Within-municipality rate consistency,warning,60011,Kenora C,Commercial,2.134801,0.01221603,0.02570481,0.026078793060029998,Commercial LT rate 0.025705 does not equal residential base 0.012216 * tax ratio 2.1348 = 0.026079
R06,Within-municipality rate consistency,warning,60011,Kenora C,Commercial,2.134801,0.01221603,0.02570481,0.026078793060029998,Commercial LT rate 0.025705 does not equal residential base 0.012216 * tax ratio 2.1348 = 0.026079
R06,Within-municipality rate consistency,warning,60011,Kenora C,Parking Lot,1.754826,0.01221603,0.02112959,0.02143700706078,Parking Lot LT rate 0.02113 does not equal residential base 0.012216 * tax ratio 1.7548 = 0.021437
R06,Within-municipality rate consistency,warning,60011,Kenora C,Office Building,2.57979,0.01221603,0.03106285,0.0315147920337,Office Building LT rate 0.031063 does not equal residential base 0.012216 * tax ratio 2.5798 = 0.031515
R06,Within-municipality rate consistency,warning,60011,Kenora C,Shopping Centre,3.033001,0.01221603,0.0365199,0.037051231206029996,Shopping Centre LT rate 0.03652 does not equal residential base 0.012216 * tax ratio 3.033 = 0.037051
